167,32
219,32
76,33
129,33
169,33
221,33
74,34
127,34
169,34
172,34
72,35
125,35
171,35
223,35
70,36
123,36
173,36
225,36
69,37
121,37
175,37
226,37
68,38
120,38
176,38
228,38
67,39
119,39
179,39
230,39
66,40
118,40
182,40
232,40
114,41
182,41
232,41
63,42
115,42
185,42
235,42
63,43
116,43
187,43
236,43
115,44
187,44
236,44
60,45
119,45
191,45
57,46
119,46
190,46
238,46
57,47
121,47
193,47
240,47
56,48
123,48
195,48
241,48
55,49
126,49
197,49
242,49
54,50
128,50
199,50
52,51
128,51
200,51
245,51
129,52
201,52
245,52
51,53
133,53
204,53
49,54
133,54
144,54
147,54
150,54
204,54
247,54
49,55
136,55
139,55
142,55
145,55
148,55
151,55
154,55
157,55
160,55
207,55
249,55
136,56
139,56
157,56
160,56
163,56
208,56
249,56
47,57
165,57
168,57
210,57
251,57
167,58
170,58
211,58
250,58
44,59
171,59
174,59
215,59
44,60
174,60
214,60
217,60
43,61
177,61
217,61
254,61
178,62
218,62
254,62
42,63
182,63
222,63
40,64
182,64
222,64
257,64
183,65
223,65
256,65
40,66
186,66
227,66
38,67
70,67
186,67
228,67
259,67
67,68
72,68
187,68
229,68
260,68
66,69
74,69
188,69
231,69
36,70
65,70
76,70
190,70
234,70
35,71
63,71
78,71
191,71
236,71
34,72
61,72
80,72
192,72
237,72
34,73
59,73
81,73
193,73
239,73
33,74
58,74
83,74
193,74
241,74
32,75
56,75
85,75
194,75
242,75
265,75
53,76
86,76
194,76
243,76
265,76
33,77
53,77
89,77
244,77
264,77
34,78
51,78
90,78
196,78
248,78
264,78
36,79
49,79
92,79
196,79
249,79
262,79
38,80
48,80
95,80
250,80
259,80
38,81
44,81
94,81
196,81
252,81
258,81
41,82
44,82
97,82
197,82
255,82
41,83
98,83
196,83
255,83
197,84
197,85
197,86
100,87
99,88
198,88
197,89
100,90
100,91
197,92
196,93
101,94
101,95
102,96
101,97
196,97
195,98
194,99
104,100
104,101
104,102
193,102
191,103
107,104
107,105
190,105
109,106
190,106
187,107
110,108
187,108
112,109
112,110
183,110
114,111
183,111
116,112
181,112
118,113
179,113
118,114
121,114
178,114
121,115
174,115
177,115
125,116
172,116
175,116
127,117
168,117
171,117
129,118
132,118
164,118
167,118
131,119
134,119
137,119
140,119
160,119
163,119
166,119
138,120
141,120
144,120
147,120
150,120
153,120
156,120
159,120
144,121
147,121
150,121
153,121
26,87
25,88
28,88
25,89
30,89
25,90
32,90
25,91
34,91
24,92
36,92
36,93
23,94
22,95
37,95
36,96
22,97
20,98
37,98
36,99
21,100
19,101
37,101
36,102
19,103
18,104
37,104
36,105
18,106
17,107
37,107
36,108
17,109
16,110
37,110
36,111
36,112
16,113
15,114
37,114
36,115
15,116
14,117
37,117
36,118
15,119
13,120
37,120
36,121
14,122
13,123
37,123
37,124
36,125
13,126
12,127
37,127
36,128
13,129
12,130
11,131
37,131
36,132
12,133
11,134
37,134
36,135
12,136
81,136
36,137
76,137
79,137
82,137
85,137
88,137
36,138
73,138
76,138
87,138
90,138
11,139
70,139
73,139
92,139
95,139
37,140
70,140
94,140
97,140
36,141
68,141
97,141
10,142
37,142
68,142
100,142
36,143
66,143
101,143
11,144
64,144
102,144
11,145
63,145
104,145
11,146
62,146
105,146
11,147
62,147
106,147
11,148
61,148
108,148
36,149
61,149
110,149
36,150
61,150
111,150
36,151
60,151
112,151
36,152
60,152
113,152
36,153
60,153
10,154
37,154
113,154
11,155
58,155
115,155
36,156
115,156
11,157
57,157
117,157
36,158
58,158
118,158
36,159
58,159
10,160
37,160
118,160
11,161
57,161
11,162
57,162
11,163
56,163
121,163
37,164
121,164
12,165
56,165
122,165
36,166
57,166
11,167
37,167
122,167
12,168
56,168
124,168
36,169
57,169
11,170
37,170
124,170
36,171
